,Day,Month,Year,SampleDescription,Latitude,Longitude,Genus,Species,Abundance
258,28,7,2010,NAPL_7_34.42181667_-119.9518667,34.42181667,-119.9518667,Semicossyphus,pulcher,2
259,28,7,2010,NAPL_7_34.42181667_-119.9518667,34.42181667,-119.9518667,Chromis,punctipinnis,24
260,28,7,2010,NAPL_7_34.42181667_-119.9518667,34.42181667,-119.9518667,Sebastes,spp.,1
261,28,7,2010,NAPL_7_34.42181667_-119.9518667,34.42181667,-119.9518667,Rhacochilus,vacca,5
262,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Oxyjulis,californica,18
263,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Hypsurus,caryi,8
264,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Paralabrax,clathratus,1
265,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Hexagrammos,decagrammus,1
266,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Embiotoca,jacksoni,7
267,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Scorpaenichthys,marmoratus,1
268,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Sebastes,mystinus,22
269,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Rhinogobiops,nicholsii,10
270,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Oxylebius,pictus,63
271,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Semicossyphus,pulcher,3
272,28,7,2010,NAPL_8_34.42163333_-119.9515167,34.42163333,-119.9515167,Rhacochilus,vacca,11
273,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Sebastes,atrovirens,2
274,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Oxyjulis,californica,12
275,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Sebastes,carnatus,1
276,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Sebastes,chrysomelas,2
277,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Paralabrax,clathratus,1
278,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Brachyistius,frenatus,4
279,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Embiotoca,jacksoni,4
280,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Scorpaenichthys,marmoratus,1
281,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Sebastes,mystinus,4
282,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Rhinogobiops,nicholsii,11
283,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Oxylebius,pictus,10
284,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Semicossyphus,pulcher,2
285,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Hypsypops,rubicundus,2
286,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Sebastes,spp.,1
287,29,7,2010,SCDI_2_34.05865_-119.75763,34.05865,-119.75763,Rhacochilus,vacca,3
288,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Sebastes,atrovirens,1
289,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Oxyjulis,californica,15
290,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Medialuna,californiensis,1
291,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Sebastes,carnatus,1
292,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Scorpaenichthys,marmoratus,2
293,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Sebastes,mystinus,8
294,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Rhinogobiops,nicholsii,17
295,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Oxylebius,pictus,20
296,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Semicossyphus,pulcher,1
297,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Hypsypops,rubicundus,1
298,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Sebastes,spp.,1
299,29,7,2010,SCDI_3_34.058599_-119.757718,34.058599,-119.757718,Rhacochilus,vacca,4
300,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Sebastes,atrovirens,5
301,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Oxyjulis,californica,14
302,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Sebastes,chrysomelas,1
303,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Paralabrax,clathratus,4
304,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Scorpaena,guttata,1
305,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Alloclinus,holderi,1
306,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Embiotoca,jacksoni,6
307,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Sebastes,mystinus,2
308,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Rhinogobiops,nicholsii,4
309,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Girella,nigricans,7
310,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Oxylebius,pictus,20
311,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Chromis,punctipinnis,2
312,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Hypsypops,rubicundus,2
313,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Sebastes,spp.,2
314,29,7,2010,SCTW_2_34.0444_-119.7151333,34.0444,-119.7151333,Rhacochilus,vacca,6
315,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Sebastes,atrovirens,8
316,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Oxyjulis,californica,8
317,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Medialuna,californiensis,2
318,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Paralabrax,clathratus,2
319,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Lythrypnus,dalli,35
320,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Alloclinus,holderi,2
321,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Embiotoca,jacksoni,3
322,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Sebastes,mystinus,25
323,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Rhinogobiops,nicholsii,121
324,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Oxylebius,pictus,13
325,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Caulolatilus,princeps,1
326,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Semicossyphus,pulcher,1
327,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Chromis,punctipinnis,49
328,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Hypsypops,rubicundus,4
329,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Halichoeres,semicinctus,1
330,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Sebastes,serranoides,1
331,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Sebastes,spp.,4
332,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Sebastes,spp.,5
333,29,7,2010,SCTW_3_34.043747_-119.71442,34.043747,-119.71442,Rhacochilus,vacca,11
