"x","y","Species","Abundance","Stress_abund"
15,18,"Sp. 19",0,0
15,19,"Sp. 19",0,0
15,20,"Sp. 19",0,0
16,1,"Sp. 19",0,0
16,2,"Sp. 19",0,0
16,3,"Sp. 19",0,0
16,4,"Sp. 19",0,0
16,5,"Sp. 19",0,0
16,6,"Sp. 19",0,0
16,7,"Sp. 19",0,0
16,8,"Sp. 19",0,0
16,9,"Sp. 19",0,0
16,10,"Sp. 19",0,0
16,11,"Sp. 19",0,0
16,12,"Sp. 19",0,0
16,13,"Sp. 19",0,0
16,14,"Sp. 19",0,0
16,15,"Sp. 19",0,0
16,16,"Sp. 19",0,0
16,17,"Sp. 19",0,0
16,18,"Sp. 19",0,0
16,19,"Sp. 19",0,0
16,20,"Sp. 19",0,0
17,1,"Sp. 19",0,0
17,2,"Sp. 19",0,0
17,3,"Sp. 19",0,0
17,4,"Sp. 19",0,0
17,5,"Sp. 19",0,0
17,6,"Sp. 19",0,0
17,7,"Sp. 19",0,0
17,8,"Sp. 19",0,0
17,9,"Sp. 19",0,0
17,10,"Sp. 19",0,0
17,11,"Sp. 19",0,0
17,12,"Sp. 19",0,0
17,13,"Sp. 19",0,0
17,14,"Sp. 19",0,0
17,15,"Sp. 19",0,0
17,16,"Sp. 19",0,0
17,17,"Sp. 19",0,0
17,18,"Sp. 19",0,0
17,19,"Sp. 19",0,0
17,20,"Sp. 19",0,0
18,1,"Sp. 19",0,0
18,2,"Sp. 19",0,0
18,3,"Sp. 19",0,0
18,4,"Sp. 19",0,0
18,5,"Sp. 19",0,0
18,6,"Sp. 19",0,0
18,7,"Sp. 19",0,0
18,8,"Sp. 19",0,0
18,9,"Sp. 19",0,0
18,10,"Sp. 19",0,0
18,11,"Sp. 19",0,0
18,12,"Sp. 19",0,0
18,13,"Sp. 19",0,0
18,14,"Sp. 19",0,0
18,15,"Sp. 19",0,0
18,16,"Sp. 19",0,0
18,17,"Sp. 19",0,0
18,18,"Sp. 19",0,0
18,19,"Sp. 19",0,0
18,20,"Sp. 19",0,0
19,1,"Sp. 19",0,0
19,2,"Sp. 19",0,0
19,3,"Sp. 19",0,0
19,4,"Sp. 19",0,0
19,5,"Sp. 19",0,0
19,6,"Sp. 19",0,0
19,7,"Sp. 19",0,0
19,8,"Sp. 19",0,0
19,9,"Sp. 19",0,0
19,10,"Sp. 19",0,0
19,11,"Sp. 19",0,0
19,12,"Sp. 19",0,0
19,13,"Sp. 19",0,0
19,14,"Sp. 19",0,0
19,15,"Sp. 19",0,0
19,16,"Sp. 19",0,0
19,17,"Sp. 19",0,0
19,18,"Sp. 19",0,0
19,19,"Sp. 19",0,0
19,20,"Sp. 19",0,0
20,1,"Sp. 19",0,0
20,2,"Sp. 19",0,0
20,3,"Sp. 19",0,0
20,4,"Sp. 19",0,0
20,5,"Sp. 19",0,0
20,6,"Sp. 19",0,0
20,7,"Sp. 19",0,0
20,8,"Sp. 19",0,0
20,9,"Sp. 19",0,0
20,10,"Sp. 19",0,0
20,11,"Sp. 19",0,0
20,12,"Sp. 19",0,0
20,13,"Sp. 19",0,0
20,14,"Sp. 19",0,0
20,15,"Sp. 19",0,0
20,16,"Sp. 19",0,0
20,17,"Sp. 19",0,0
20,18,"Sp. 19",0,0
20,19,"Sp. 19",0,0
20,20,"Sp. 19",0,0
1,1,"Sp. 20",14,0
1,2,"Sp. 20",16,23
1,3,"Sp. 20",7,0
1,4,"Sp. 20",0,0
1,5,"Sp. 20",0,0
1,6,"Sp. 20",0,0
1,7,"Sp. 20",0,0
1,8,"Sp. 20",0,0
1,9,"Sp. 20",0,0
1,10,"Sp. 20",0,0
1,11,"Sp. 20",0,0
1,12,"Sp. 20",0,0
1,13,"Sp. 20",0,0
1,14,"Sp. 20",0,0
1,15,"Sp. 20",0,0
1,16,"Sp. 20",0,0
1,17,"Sp. 20",0,0
1,18,"Sp. 20",0,0
1,19,"Sp. 20",0,0
1,20,"Sp. 20",0,0
2,1,"Sp. 20",45,84
2,2,"Sp. 20",34,0
2,3,"Sp. 20",10,0
2,4,"Sp. 20",7,8
2,5,"Sp. 20",9,0
2,6,"Sp. 20",0,0
2,7,"Sp. 20",0,0
2,8,"Sp. 20",0,0
2,9,"Sp. 20",0,0
2,10,"Sp. 20",0,0
2,11,"Sp. 20",0,0
2,12,"Sp. 20",0,0
2,13,"Sp. 20",0,0
2,14,"Sp. 20",0,0
2,15,"Sp. 20",0,0
2,16,"Sp. 20",0,0
2,17,"Sp. 20",0,4
2,18,"Sp. 20",0,0
2,19,"Sp. 20",0,0
2,20,"Sp. 20",0,0
3,1,"Sp. 20",314,0
3,2,"Sp. 20",209,0
3,3,"Sp. 20",296,0
3,4,"Sp. 20",116,4
3,5,"Sp. 20",8,0
3,6,"Sp. 20",0,0
3,7,"Sp. 20",0,0
3,8,"Sp. 20",0,0
3,9,"Sp. 20",4,0
3,10,"Sp. 20",0,0
3,11,"Sp. 20",0,0
3,12,"Sp. 20",0,0
3,13,"Sp. 20",0,0
3,14,"Sp. 20",0,0
3,15,"Sp. 20",0,0
3,16,"Sp. 20",0,0
3,17,"Sp. 20",0,0
3,18,"Sp. 20",0,0
3,19,"Sp. 20",0,0
3,20,"Sp. 20",0,0
4,1,"Sp. 20",811,0
4,2,"Sp. 20",775,40
4,3,"Sp. 20",613,0
4,4,"Sp. 20",172,0
4,5,"Sp. 20",8,0
4,6,"Sp. 20",0,0
4,7,"Sp. 20",0,0
4,8,"Sp. 20",0,0
4,9,"Sp. 20",0,0
4,10,"Sp. 20",0,0
4,11,"Sp. 20",0,0
4,12,"Sp. 20",0,0
4,13,"Sp. 20",0,0
4,14,"Sp. 20",0,0
4,15,"Sp. 20",0,0
4,16,"Sp. 20",0,0
4,17,"Sp. 20",0,0
4,18,"Sp. 20",0,0
4,19,"Sp. 20",0,0
4,20,"Sp. 20",0,0
5,1,"Sp. 20",987,53
5,2,"Sp. 20",1017,17
5,3,"Sp. 20",664,0
5,4,"Sp. 20",208,0
5,5,"Sp. 20",14,0
5,6,"Sp. 20",0,0
5,7,"Sp. 20",0,0
5,8,"Sp. 20",0,0
5,9,"Sp. 20",0,0
5,10,"Sp. 20",0,0
5,11,"Sp. 20",0,0
5,12,"Sp. 20",0,0
5,13,"Sp. 20",0,0
5,14,"Sp. 20",0,0
5,15,"Sp. 20",0,0
5,16,"Sp. 20",0,0
5,17,"Sp. 20",0,0
5,18,"Sp. 20",0,0
5,19,"Sp. 20",0,0
5,20,"Sp. 20",0,0
6,1,"Sp. 20",936,10
6,2,"Sp. 20",871,0
6,3,"Sp. 20",523,0
6,4,"Sp. 20",117,0
6,5,"Sp. 20",4,0
6,6,"Sp. 20",0,0
6,7,"Sp. 20",0,0
6,8,"Sp. 20",0,0
6,9,"Sp. 20",0,0
6,10,"Sp. 20",0,0
6,11,"Sp. 20",0,0
6,12,"Sp. 20",0,0
6,13,"Sp. 20",0,0
6,14,"Sp. 20",0,0
6,15,"Sp. 20",0,0
6,16,"Sp. 20",0,0
6,17,"Sp. 20",0,0
6,18,"Sp. 20",0,0
6,19,"Sp. 20",0,0
6,20,"Sp. 20",0,0
7,1,"Sp. 20",706,0
7,2,"Sp. 20",640,0
7,3,"Sp. 20",393,0
7,4,"Sp. 20",30,0
7,5,"Sp. 20",0,0
7,6,"Sp. 20",0,0
7,7,"Sp. 20",0,0
7,8,"Sp. 20",0,0
7,9,"Sp. 20",0,0
7,10,"Sp. 20",0,0
7,11,"Sp. 20",0,0
7,12,"Sp. 20",0,0
7,13,"Sp. 20",0,0
7,14,"Sp. 20",0,0
7,15,"Sp. 20",0,0
7,16,"Sp. 20",0,0
7,17,"Sp. 20",0,0
7,18,"Sp. 20",0,0
7,19,"Sp. 20",0,0
7,20,"Sp. 20",0,0
8,1,"Sp. 20",532,0
8,2,"Sp. 20",358,0
8,3,"Sp. 20",143,0
8,4,"Sp. 20",0,0
8,5,"Sp. 20",0,0
8,6,"Sp. 20",0,0
8,7,"Sp. 20",0,0
8,8,"Sp. 20",0,0
8,9,"Sp. 20",0,0
8,10,"Sp. 20",0,0
8,11,"Sp. 20",0,0
8,12,"Sp. 20",0,0
8,13,"Sp. 20",0,0
8,14,"Sp. 20",0,0
8,15,"Sp. 20",0,0
8,16,"Sp. 20",0,0
8,17,"Sp. 20",0,0
8,18,"Sp. 20",0,0
8,19,"Sp. 20",0,0
8,20,"Sp. 20",0,0
9,1,"Sp. 20",142,0
9,2,"Sp. 20",131,0
9,3,"Sp. 20",14,0
9,4,"Sp. 20",0,0
9,5,"Sp. 20",0,0
9,6,"Sp. 20",0,0
9,7,"Sp. 20",0,0
9,8,"Sp. 20",0,0
9,9,"Sp. 20",0,0
9,10,"Sp. 20",0,0
9,11,"Sp. 20",0,0
9,12,"Sp. 20",0,0
9,13,"Sp. 20",0,0
9,14,"Sp. 20",0,0
9,15,"Sp. 20",0,0
9,16,"Sp. 20",0,0
9,17,"Sp. 20",0,0
9,18,"Sp. 20",0,0
9,19,"Sp. 20",0,0
9,20,"Sp. 20",0,0
10,1,"Sp. 20",0,0
10,2,"Sp. 20",0,0
10,3,"Sp. 20",0,0
10,4,"Sp. 20",0,0
10,5,"Sp. 20",0,0
10,6,"Sp. 20",0,0
10,7,"Sp. 20",0,0
10,8,"Sp. 20",0,0
10,9,"Sp. 20",0,0
10,10,"Sp. 20",0,0
10,11,"Sp. 20",0,0
10,12,"Sp. 20",0,0
10,13,"Sp. 20",0,0
10,14,"Sp. 20",0,0
10,15,"Sp. 20",0,0
10,16,"Sp. 20",0,0
10,17,"Sp. 20",0,0
10,18,"Sp. 20",0,0
10,19,"Sp. 20",0,0
10,20,"Sp. 20",0,0
11,1,"Sp. 20",0,0
11,2,"Sp. 20",0,0
11,3,"Sp. 20",0,0
11,4,"Sp. 20",0,0
11,5,"Sp. 20",0,0
11,6,"Sp. 20",0,0
11,7,"Sp. 20",0,0
11,8,"Sp. 20",0,0
11,9,"Sp. 20",0,0
11,10,"Sp. 20",0,0
11,11,"Sp. 20",0,0
11,12,"Sp. 20",0,0
11,13,"Sp. 20",0,0
11,14,"Sp. 20",0,0
11,15,"Sp. 20",0,0
11,16,"Sp. 20",0,0
11,17,"Sp. 20",0,0
11,18,"Sp. 20",0,0
11,19,"Sp. 20",0,0
11,20,"Sp. 20",0,0
12,1,"Sp. 20",0,0
12,2,"Sp. 20",0,0
12,3,"Sp. 20",0,0
12,4,"Sp. 20",0,0
12,5,"Sp. 20",0,0
12,6,"Sp. 20",0,0
12,7,"Sp. 20",0,0
12,8,"Sp. 20",0,0
12,9,"Sp. 20",0,0
12,10,"Sp. 20",0,0
12,11,"Sp. 20",0,0
12,12,"Sp. 20",0,0
12,13,"Sp. 20",0,0
12,14,"Sp. 20",0,0
12,15,"Sp. 20",0,0
12,16,"Sp. 20",0,0
12,17,"Sp. 20",0,0
12,18,"Sp. 20",0,0
12,19,"Sp. 20",0,0
12,20,"Sp. 20",0,0
13,1,"Sp. 20",0,0
13,2,"Sp. 20",0,0
13,3,"Sp. 20",0,0
13,4,"Sp. 20",0,0
13,5,"Sp. 20",0,0
13,6,"Sp. 20",0,0
13,7,"Sp. 20",0,0
13,8,"Sp. 20",0,0
13,9,"Sp. 20",0,0
13,10,"Sp. 20",0,0
13,11,"Sp. 20",0,0
13,12,"Sp. 20",0,0
13,13,"Sp. 20",0,0
13,14,"Sp. 20",0,0
13,15,"Sp. 20",0,0
13,16,"Sp. 20",0,0
13,17,"Sp. 20",0,0
13,18,"Sp. 20",0,0
13,19,"Sp. 20",0,0
13,20,"Sp. 20",0,0
14,1,"Sp. 20",0,0
14,2,"Sp. 20",0,0
14,3,"Sp. 20",0,0
14,4,"Sp. 20",0,0
14,5,"Sp. 20",0,0
14,6,"Sp. 20",0,0
14,7,"Sp. 20",0,0
14,8,"Sp. 20",3,0
14,9,"Sp. 20",0,0
14,10,"Sp. 20",0,0
14,11,"Sp. 20",0,0
14,12,"Sp. 20",0,0
14,13,"Sp. 20",0,0
14,14,"Sp. 20",0,0
14,15,"Sp. 20",0,0
14,16,"Sp. 20",0,0
14,17,"Sp. 20",0,0
14,18,"Sp. 20",0,0
14,19,"Sp. 20",0,0
14,20,"Sp. 20",0,0
15,1,"Sp. 20",0,0
15,2,"Sp. 20",0,0
15,3,"Sp. 20",0,0
15,4,"Sp. 20",0,0
15,5,"Sp. 20",0,0
15,6,"Sp. 20",0,0
15,7,"Sp. 20",0,0
15,8,"Sp. 20",0,0
15,9,"Sp. 20",0,0
15,10,"Sp. 20",0,0
15,11,"Sp. 20",0,0
15,12,"Sp. 20",0,0
15,13,"Sp. 20",0,0
15,14,"Sp. 20",0,0
15,15,"Sp. 20",0,0
15,16,"Sp. 20",0,0
15,17,"Sp. 20",0,0
15,18,"Sp. 20",0,0
15,19,"Sp. 20",0,0
15,20,"Sp. 20",0,0
16,1,"Sp. 20",0,0
16,2,"Sp. 20",0,0
16,3,"Sp. 20",0,0
16,4,"Sp. 20",0,0
16,5,"Sp. 20",0,0
16,6,"Sp. 20",0,0
16,7,"Sp. 20",0,0
16,8,"Sp. 20",0,0
16,9,"Sp. 20",0,0
16,10,"Sp. 20",0,0
16,11,"Sp. 20",0,0
16,12,"Sp. 20",0,0
16,13,"Sp. 20",0,0
16,14,"Sp. 20",0,0
16,15,"Sp. 20",0,0
16,16,"Sp. 20",0,0
16,17,"Sp. 20",0,0
16,18,"Sp. 20",0,0
16,19,"Sp. 20",0,0
16,20,"Sp. 20",0,0
17,1,"Sp. 20",0,0
17,2,"Sp. 20",0,0
17,3,"Sp. 20",0,0
17,4,"Sp. 20",0,0
17,5,"Sp. 20",0,0
17,6,"Sp. 20",0,0
17,7,"Sp. 20",0,0
17,8,"Sp. 20",0,0
17,9,"Sp. 20",0,0
17,10,"Sp. 20",0,0
17,11,"Sp. 20",0,0
17,12,"Sp. 20",0,0
17,13,"Sp. 20",0,0
17,14,"Sp. 20",0,0
17,15,"Sp. 20",0,0
17,16,"Sp. 20",0,0
17,17,"Sp. 20",0,0
17,18,"Sp. 20",0,0
17,19,"Sp. 20",0,0
17,20,"Sp. 20",0,0
18,1,"Sp. 20",0,0
18,2,"Sp. 20",0,0
18,3,"Sp. 20",0,0
18,4,"Sp. 20",0,0
18,5,"Sp. 20",0,0
18,6,"Sp. 20",0,0
18,7,"Sp. 20",0,0
18,8,"Sp. 20",0,0
18,9,"Sp. 20",0,0
18,10,"Sp. 20",0,0
18,11,"Sp. 20",0,0
18,12,"Sp. 20",0,0
18,13,"Sp. 20",0,0
18,14,"Sp. 20",0,0
18,15,"Sp. 20",0,0
18,16,"Sp. 20",0,0
18,17,"Sp. 20",0,0
18,18,"Sp. 20",0,0
18,19,"Sp. 20",0,0
18,20,"Sp. 20",0,0
19,1,"Sp. 20",0,0
19,2,"Sp. 20",0,0
19,3,"Sp. 20",0,0
19,4,"Sp. 20",0,0
19,5,"Sp. 20",0,0
19,6,"Sp. 20",0,0
19,7,"Sp. 20",0,0
19,8,"Sp. 20",0,0
19,9,"Sp. 20",0,0
19,10,"Sp. 20",0,0
19,11,"Sp. 20",0,0
19,12,"Sp. 20",0,0
19,13,"Sp. 20",0,0
19,14,"Sp. 20",0,0
19,15,"Sp. 20",0,0
19,16,"Sp. 20",0,0
19,17,"Sp. 20",0,0
19,18,"Sp. 20",0,0
19,19,"Sp. 20",0,0
19,20,"Sp. 20",0,0
20,1,"Sp. 20",0,0
20,2,"Sp. 20",0,0
20,3,"Sp. 20",0,0
20,4,"Sp. 20",0,0
20,5,"Sp. 20",0,0
20,6,"Sp. 20",0,0
20,7,"Sp. 20",0,0
20,8,"Sp. 20",0,0
20,9,"Sp. 20",0,0
20,10,"Sp. 20",0,0
20,11,"Sp. 20",0,0
20,12,"Sp. 20",0,0
20,13,"Sp. 20",0,0
20,14,"Sp. 20",0,0
20,15,"Sp. 20",0,0
20,16,"Sp. 20",0,0
20,17,"Sp. 20",0,0
20,18,"Sp. 20",0,0
20,19,"Sp. 20",0,0
20,20,"Sp. 20",0,0
1,1,"Sp. 21",0,0
1,2,"Sp. 21",0,0
1,3,"Sp. 21",0,0
1,4,"Sp. 21",0,0
1,5,"Sp. 21",0,0
1,6,"Sp. 21",0,0
1,7,"Sp. 21",0,0
1,8,"Sp. 21",0,0
1,9,"Sp. 21",0,0
1,10,"Sp. 21",0,0
1,11,"Sp. 21",0,0
1,12,"Sp. 21",0,0
1,13,"Sp. 21",0,0
1,14,"Sp. 21",0,0
1,15,"Sp. 21",0,0
1,16,"Sp. 21",0,0
1,17,"Sp. 21",0,0
1,18,"Sp. 21",0,0
1,19,"Sp. 21",0,0
1,20,"Sp. 21",0,0
2,1,"Sp. 21",0,0
2,2,"Sp. 21",0,0
2,3,"Sp. 21",0,0
2,4,"Sp. 21",0,0
2,5,"Sp. 21",0,0
2,6,"Sp. 21",0,0
2,7,"Sp. 21",0,0
2,8,"Sp. 21",0,0
2,9,"Sp. 21",0,0
2,10,"Sp. 21",0,0
2,11,"Sp. 21",0,0
2,12,"Sp. 21",0,0
2,13,"Sp. 21",0,0
2,14,"Sp. 21",0,0
2,15,"Sp. 21",0,0
2,16,"Sp. 21",0,0
2,17,"Sp. 21",0,0
2,18,"Sp. 21",0,0
2,19,"Sp. 21",0,0
2,20,"Sp. 21",0,0
3,1,"Sp. 21",0,0
3,2,"Sp. 21",0,0
3,3,"Sp. 21",0,0
3,4,"Sp. 21",0,0
3,5,"Sp. 21",0,0
3,6,"Sp. 21",0,0
3,7,"Sp. 21",0,0
3,8,"Sp. 21",0,0
3,9,"Sp. 21",0,0
3,10,"Sp. 21",0,0
3,11,"Sp. 21",0,0
3,12,"Sp. 21",0,0
3,13,"Sp. 21",0,0
3,14,"Sp. 21",0,0
3,15,"Sp. 21",0,0
3,16,"Sp. 21",0,0
3,17,"Sp. 21",0,0
3,18,"Sp. 21",0,0
3,19,"Sp. 21",0,0
3,20,"Sp. 21",0,0
4,1,"Sp. 21",0,0
4,2,"Sp. 21",0,0
4,3,"Sp. 21",0,0
4,4,"Sp. 21",0,0
4,5,"Sp. 21",3,0
4,6,"Sp. 21",0,0
4,7,"Sp. 21",0,0
4,8,"Sp. 21",0,0
4,9,"Sp. 21",0,0
4,10,"Sp. 21",0,0
4,11,"Sp. 21",0,0
4,12,"Sp. 21",0,0
4,13,"Sp. 21",0,0
4,14,"Sp. 21",0,0
4,15,"Sp. 21",0,0
4,16,"Sp. 21",0,0
4,17,"Sp. 21",0,0
4,18,"Sp. 21",0,0
4,19,"Sp. 21",0,0
4,20,"Sp. 21",0,0
5,1,"Sp. 21",0,0
5,2,"Sp. 21",0,0
5,3,"Sp. 21",0,0
5,4,"Sp. 21",6,0
5,5,"Sp. 21",0,0
5,6,"Sp. 21",0,0
5,7,"Sp. 21",0,0
5,8,"Sp. 21",0,0
5,9,"Sp. 21",0,0
5,10,"Sp. 21",0,0
5,11,"Sp. 21",0,0
5,12,"Sp. 21",0,0
5,13,"Sp. 21",0,0
5,14,"Sp. 21",0,0
5,15,"Sp. 21",0,0
5,16,"Sp. 21",0,0
5,17,"Sp. 21",0,0
5,18,"Sp. 21",0,0
5,19,"Sp. 21",0,0
5,20,"Sp. 21",0,0
6,1,"Sp. 21",0,0
6,2,"Sp. 21",5,0
6,3,"Sp. 21",0,0
6,4,"Sp. 21",10,0
6,5,"Sp. 21",5,0
6,6,"Sp. 21",4,0
6,7,"Sp. 21",0,4
6,8,"Sp. 21",0,0
6,9,"Sp. 21",0,0
6,10,"Sp. 21",0,0
6,11,"Sp. 21",0,0
6,12,"Sp. 21",0,0
6,13,"Sp. 21",0,0
6,14,"Sp. 21",0,0
6,15,"Sp. 21",0,0
6,16,"Sp. 21",0,0
6,17,"Sp. 21",0,0
6,18,"Sp. 21",0,0
6,19,"Sp. 21",0,0
6,20,"Sp. 21",0,0
7,1,"Sp. 21",0,0
7,2,"Sp. 21",11,0
7,3,"Sp. 21",9,0
7,4,"Sp. 21",26,0
7,5,"Sp. 21",21,0
7,6,"Sp. 21",14,0
7,7,"Sp. 21",9,0
7,8,"Sp. 21",0,0
7,9,"Sp. 21",0,0
7,10,"Sp. 21",0,0
7,11,"Sp. 21",0,0
7,12,"Sp. 21",0,0
7,13,"Sp. 21",0,0
7,14,"Sp. 21",0,0
7,15,"Sp. 21",0,0
7,16,"Sp. 21",0,0
7,17,"Sp. 21",0,0
7,18,"Sp. 21",0,0
7,19,"Sp. 21",0,0
7,20,"Sp. 21",0,0
8,1,"Sp. 21",18,0
8,2,"Sp. 21",34,0
8,3,"Sp. 21",85,0
8,4,"Sp. 21",90,0
8,5,"Sp. 21",100,0
8,6,"Sp. 21",35,0
8,7,"Sp. 21",23,0
8,8,"Sp. 21",6,0
8,9,"Sp. 21",5,0
8,10,"Sp. 21",0,0
8,11,"Sp. 21",0,0
8,12,"Sp. 21",0,0
8,13,"Sp. 21",0,0
8,14,"Sp. 21",0,0
8,15,"Sp. 21",0,0
8,16,"Sp. 21",0,0
8,17,"Sp. 21",0,0
8,18,"Sp. 21",0,0
8,19,"Sp. 21",0,0
8,20,"Sp. 21",0,0
9,1,"Sp. 21",282,0
9,2,"Sp. 21",220,0
9,3,"Sp. 21",259,0
9,4,"Sp. 21",177,0
9,5,"Sp. 21",154,0
9,6,"Sp. 21",117,0
9,7,"Sp. 21",36,0
9,8,"Sp. 21",12,0
9,9,"Sp. 21",10,0
9,10,"Sp. 21",0,0
9,11,"Sp. 21",0,0
9,12,"Sp. 21",0,0
9,13,"Sp. 21",0,0
9,14,"Sp. 21",0,0
9,15,"Sp. 21",0,0
9,16,"Sp. 21",0,0
9,17,"Sp. 21",0,0
9,18,"Sp. 21",0,0
9,19,"Sp. 21",0,0
9,20,"Sp. 21",0,0
10,1,"Sp. 21",525,5
10,2,"Sp. 21",431,0
10,3,"Sp. 21",343,7
10,4,"Sp. 21",353,0
10,5,"Sp. 21",256,0
10,6,"Sp. 21",212,0
10,7,"Sp. 21",121,0
10,8,"Sp. 21",41,0
10,9,"Sp. 21",8,0
10,10,"Sp. 21",6,0
10,11,"Sp. 21",0,0
10,12,"Sp. 21",0,0
10,13,"Sp. 21",0,0
10,14,"Sp. 21",0,0
10,15,"Sp. 21",0,0
10,16,"Sp. 21",0,0
10,17,"Sp. 21",0,0
10,18,"Sp. 21",0,0
10,19,"Sp. 21",0,0
10,20,"Sp. 21",0,0
11,1,"Sp. 21",597,0
11,2,"Sp. 21",568,0
11,3,"Sp. 21",548,0
11,4,"Sp. 21",435,0
11,5,"Sp. 21",393,0
11,6,"Sp. 21",256,0
11,7,"Sp. 21",187,0
11,8,"Sp. 21",69,0
11,9,"Sp. 21",21,0
11,10,"Sp. 21",6,0
11,11,"Sp. 21",0,0
11,12,"Sp. 21",0,0
11,13,"Sp. 21",0,0
11,14,"Sp. 21",0,0
11,15,"Sp. 21",0,0
11,16,"Sp. 21",0,0
11,17,"Sp. 21",0,0
11,18,"Sp. 21",0,0
11,19,"Sp. 21",0,0
11,20,"Sp. 21",0,0
12,1,"Sp. 21",683,0
12,2,"Sp. 21",718,0
12,3,"Sp. 21",637,0
12,4,"Sp. 21",554,0
12,5,"Sp. 21",504,0
12,6,"Sp. 21",421,0
12,7,"Sp. 21",316,0
12,8,"Sp. 21",164,0
12,9,"Sp. 21",44,0
12,10,"Sp. 21",12,0
12,11,"Sp. 21",7,0
12,12,"Sp. 21",0,0
12,13,"Sp. 21",0,0
12,14,"Sp. 21",0,0
12,15,"Sp. 21",0,0
12,16,"Sp. 21",0,0
12,17,"Sp. 21",0,0
12,18,"Sp. 21",0,0
12,19,"Sp. 21",0,0
12,20,"Sp. 21",0,0
13,1,"Sp. 21",828,0
13,2,"Sp. 21",748,0
13,3,"Sp. 21",735,0
13,4,"Sp. 21",647,0
13,5,"Sp. 21",607,0
13,6,"Sp. 21",532,0
13,7,"Sp. 21",365,0
13,8,"Sp. 21",258,0
13,9,"Sp. 21",63,0
13,10,"Sp. 21",10,0
13,11,"Sp. 21",7,0
13,12,"Sp. 21",0,0
13,13,"Sp. 21",0,0
13,14,"Sp. 21",0,0
13,15,"Sp. 21",0,0
13,16,"Sp. 21",0,0
13,17,"Sp. 21",0,0
13,18,"Sp. 21",0,0
13,19,"Sp. 21",0,0
13,20,"Sp. 21",0,0
14,1,"Sp. 21",679,0
14,2,"Sp. 21",840,0
14,3,"Sp. 21",772,0
14,4,"Sp. 21",661,0
14,5,"Sp. 21",624,0
14,6,"Sp. 21",498,0
14,7,"Sp. 21",411,0
14,8,"Sp. 21",201,0
14,9,"Sp. 21",71,0
14,10,"Sp. 21",15,0
14,11,"Sp. 21",0,0
14,12,"Sp. 21",0,0
14,13,"Sp. 21",0,0
14,14,"Sp. 21",0,0
14,15,"Sp. 21",0,0
14,16,"Sp. 21",0,0
14,17,"Sp. 21",0,0
14,18,"Sp. 21",0,0
14,19,"Sp. 21",0,0
14,20,"Sp. 21",0,0
15,1,"Sp. 21",715,0
15,2,"Sp. 21",781,0
15,3,"Sp. 21",705,0
15,4,"Sp. 21",608,0
15,5,"Sp. 21",528,0
15,6,"Sp. 21",487,0
15,7,"Sp. 21",266,0
15,8,"Sp. 21",107,0
15,9,"Sp. 21",27,0
15,10,"Sp. 21",6,0
15,11,"Sp. 21",0,0
15,12,"Sp. 21",0,0
15,13,"Sp. 21",0,0
15,14,"Sp. 21",0,0
15,15,"Sp. 21",0,0
15,16,"Sp. 21",0,0
15,17,"Sp. 21",0,0
15,18,"Sp. 21",0,0
15,19,"Sp. 21",0,0
15,20,"Sp. 21",0,0
16,1,"Sp. 21",610,0
16,2,"Sp. 21",689,0
16,3,"Sp. 21",647,0
16,4,"Sp. 21",593,0
16,5,"Sp. 21",563,0
16,6,"Sp. 21",393,0
16,7,"Sp. 21",258,0
16,8,"Sp. 21",80,0
16,9,"Sp. 21",10,0
16,10,"Sp. 21",0,0
16,11,"Sp. 21",0,0
16,12,"Sp. 21",0,0
16,13,"Sp. 21",0,0
16,14,"Sp. 21",0,0
16,15,"Sp. 21",0,0
16,16,"Sp. 21",0,0
16,17,"Sp. 21",0,0
16,18,"Sp. 21",0,0
16,19,"Sp. 21",0,0
16,20,"Sp. 21",0,0
17,1,"Sp. 21",441,0
17,2,"Sp. 21",482,0
17,3,"Sp. 21",579,0
17,4,"Sp. 21",462,0
17,5,"Sp. 21",408,0
17,6,"Sp. 21",269,0
17,7,"Sp. 21",62,0
17,8,"Sp. 21",10,0
17,9,"Sp. 21",0,0
17,10,"Sp. 21",0,0
17,11,"Sp. 21",0,0
17,12,"Sp. 21",0,0
17,13,"Sp. 21",0,0
17,14,"Sp. 21",0,0
17,15,"Sp. 21",0,0
17,16,"Sp. 21",0,0
17,17,"Sp. 21",0,0
17,18,"Sp. 21",0,0
17,19,"Sp. 21",0,0
17,20,"Sp. 21",0,0
18,1,"Sp. 21",256,0
18,2,"Sp. 21",276,0
18,3,"Sp. 21",296,0
18,4,"Sp. 21",252,0
18,5,"Sp. 21",131,0
18,6,"Sp. 21",21,0
18,7,"Sp. 21",10,0
18,8,"Sp. 21",0,0
18,9,"Sp. 21",0,0
18,10,"Sp. 21",0,0
18,11,"Sp. 21",0,0
18,12,"Sp. 21",0,0
18,13,"Sp. 21",0,0
18,14,"Sp. 21",0,0
18,15,"Sp. 21",0,0
18,16,"Sp. 21",0,0
18,17,"Sp. 21",0,0
18,18,"Sp. 21",0,0
18,19,"Sp. 21",0,0
18,20,"Sp. 21",0,0
19,1,"Sp. 21",40,0
19,2,"Sp. 21",83,0
19,3,"Sp. 21",41,0
19,4,"Sp. 21",27,0
19,5,"Sp. 21",12,0
19,6,"Sp. 21",6,0
19,7,"Sp. 21",0,0
19,8,"Sp. 21",0,0
19,9,"Sp. 21",0,0
19,10,"Sp. 21",0,0
